State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,25/03/2025,3000,3600,3600
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,25/03/2025,5000,6000,6000
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )","Onion Green","Onion Green",Local,25/03/2025,3000,3600,3600
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Papaya,Papaya,Local,25/03/2025,4500,5000,5000
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,25/03/2025,3000,3600,3600
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Tapioca,Tapioca,Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Thondekai,Thondekai,Local,25/03/2025,2400,2800,2800
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Ashgourd,Gouard,Local,25/03/2025,1500,1800,1800
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Banana,Besrai,Local,25/03/2025,3000,4000,4000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,25/03/2025,2500,2800,2800
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,25/03/2025,1800,2400,2400
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Coconut,Coconut,Local,25/03/2025,6000,6600,6600
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Colacasia,Colacasia,Local,25/03/2025,6000,7000,7000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Garlic,Average,Local,25/03/2025,16000,18000,18000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,25/03/2025,6000,7000,7000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,25/03/2025,3000,3600,3600
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Lemon,Lemon,Local,25/03/2025,7000,8000,8000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,25/03/2025,2500,4000,4000
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,25/03/2025,2000,3000,3000
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,25/03/2025,1800,2200,2200
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai )",Brinjal,Round,Local,25/03/2025,2800,3200,3200
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai )",Drumstick,Drumstick,Local,25/03/2025,2000,3000,3000
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,25/03/2025,7000,8000,8000
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,25/03/2025,1400,1800,1800
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai )",Tomato,Deshi,Local,25/03/2025,1000,1200,1200
"Tamil Nadu",Madurai,Usilampatty,Amaranthus,Amaranthus,Local,25/03/2025,3000,4000,4000
"Tamil Nadu",Madurai,Usilampatty,Ashgourd,Gouard,Local,25/03/2025,1400,1800,1800
"Tamil Nadu",Madurai,Usilampatty,Brinjal,Round,Local,25/03/2025,2800,3200,3200
"Tamil Nadu",Madurai,Usilampatty,Coconut,Coconut,Local,25/03/2025,6000,6600,6600
"Tamil Nadu",Madurai,Usilampatty,Onion,Bellary,Local,25/03/2025,3000,3600,3600
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,25/03/2025,3000,3500,3500
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )",Brinjal,Round,Local,25/03/2025,3500,4000,4000
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )",Carrot,Pusakesar,Local,25/03/2025,5000,5000,5000
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,25/03/2025,4000,4000,4000
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,25/03/2025,4000,4500,4500
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )",Lemon,Lemon,Local,25/03/2025,5500,6000,6000
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,25/03/2025,6000,7000,7000
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,25/03/2025,4500,5000,5000
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )","Water Melon","Water Melon",Local,25/03/2025,1500,2000,2000
"Tamil Nadu",Nagapattinam,Nagapattinam,Paddy(Dhan)(Common),"B P T",Local,25/03/2025,2250,2300,2260
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Beetroot,Beetroot,Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,25/03/2025,2000,2000,2000
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,25/03/2025,3000,3800,3800
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,25/03/2025,3000,3500,3500
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,25/03/2025,4500,5000,5000
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,25/03/2025,5000,6000,6000
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Mango,Safeda,Local,25/03/2025,6000,7500,7500
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,25/03/2025,1800,1800,1800
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Thondekai,Thondekai,Local,25/03/2025,4500,4800,4800
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,25/03/2025,8000,8000,8000
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )",Ashgourd,Gouard,Local,25/03/2025,1500,2000,2000
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )",Cabbage,Cabbage,Local,25/03/2025,2500,2500,2500
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,25/03/2025,5000,6000,6000
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )",Onion,Bellary,Local,25/03/2025,3500,4000,4000
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )","Water Melon","Water Melon",Local,25/03/2025,1200,1500,1500
"Tamil Nadu","Nagercoil (Kannyiakumari)",Vadaseri,"Cluster beans","Cluster Beans",Local,25/03/2025,4800,5000,5000
"Tamil Nadu","Nagercoil (Kannyiakumari)",Vadaseri,Colacasia,Colacasia,Local,25/03/2025,7500,8000,8000
"Tamil Nadu","Nagercoil (Kannyiakumari)",Vadaseri,Ginger(Green),"Green Ginger",Local,25/03/2025,6500,7000,7000
"Tamil Nadu","Nagercoil (Kannyiakumari)",Vadaseri,Guava,"Guava Alahabad",Local,25/03/2025,5800,6000,6000
"Tamil Nadu","Nagercoil (Kannyiakumari)",Vadaseri,Kakada,Kakada,Local,25/03/2025,32000,35000,35000
"Tamil Nadu","Nagercoil (Kannyiakumari)",Vadaseri,Lime,Lime,Local,25/03/2025,5500,6000,6000
"Tamil Nadu","Nagercoil (Kannyiakumari)",Vadaseri,Onion,Bellary,Local,25/03/2025,3200,3500,3500
"Tamil Nadu","Nagercoil (Kannyiakumari)",Vadaseri,Tapioca,Tapioca,Local,25/03/2025,3800,4000,4000
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,25/03/2025,3500,4000,4000
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )",Cabbage,Cabbage,Local,25/03/2025,1500,1800,1800
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )",Drumstick,Drumstick,Local,25/03/2025,2000,2500,2500
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,25/03/2025,5000,6000,6000
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )",Lemon,Lemon,Local,25/03/2025,6000,7000,7000
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )","Onion Green","Onion Green",Local,25/03/2025,3000,3500,3500
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,25/03/2025,2000,2500,2500
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )",Raddish,Raddish,Local,25/03/2025,1500,1800,1800
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,25/03/2025,2400,2800,2800
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,25/03/2025,7200,8000,8000
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )",Cabbage,Cabbage,Local,25/03/2025,1600,2000,2000
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )",Carrot,Pusakesar,Local,25/03/2025,7200,8000,8000
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,25/03/2025,7000,8000,8000
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,25/03/2025,2800,3500,3500
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Cabbage,Cabbage,Local,25/03/2025,1600,1800,1800
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,25/03/2025,2000,3000,3000
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )","Green Peas","Green Peas",Local,25/03/2025,8000,9000,9000
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )","Karbuja(Musk Melon)",Karbhuja,Local,25/03/2025,3000,3600,3600
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Onion,Bellary,Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,25/03/2025,1200,1500,1500
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Raddish,Raddish,Local,25/03/2025,1500,2000,2000
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Tomato,Deshi,Local,25/03/2025,1000,1400,1400
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )",Banana,Besrai,Local,25/03/2025,3000,3500,3500
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,25/03/2025,4200,4800,4800
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,25/03/2025,800,1000,1000
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )","Onion Green","Onion Green",Local,25/03/2025,3000,3500,3500
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )",Papaya,Papaya,Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,25/03/2025,3000,3500,3500
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,25/03/2025,4500,5000,5000
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,25/03/2025,3000,3500,3500
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Banana,Besrai,Local,25/03/2025,4000,8000,8000
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,25/03/2025,800,1200,1200
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,25/03/2025,1000,2000,2000
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Coconut,Coconut,Local,25/03/2025,5600,6000,6000
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Drumstick,Drumstick,Local,25/03/2025,1400,2000,2000
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,25/03/2025,5000,6000,6000
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Fig(Anjura/Anjeer),Anjura,Local,25/03/2025,8000,10000,10000
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,25/03/2025,2400,3000,3000
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Papaya,Papaya,Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,25/03/2025,3500,3800,3800
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )","Water Melon","Water Melon",Local,25/03/2025,1500,2000,2000
"Tamil Nadu",Namakkal,Tiruchengode,"Amla(Nelli Kai)",Amla,Local,25/03/2025,6000,7000,7000
"Tamil Nadu",Namakkal,Tiruchengode,Ashgourd,Gouard,Local,25/03/2025,1500,2000,2000
"Tamil Nadu",Namakkal,Tiruchengode,"Bitter gourd","Bitter Gourd",Local,25/03/2025,4000,4500,4500
"Tamil Nadu",Namakkal,Tiruchengode,Carrot,Pusakesar,Local,25/03/2025,5000,6000,6000
"Tamil Nadu",Namakkal,Tiruchengode,"Cluster beans","Cluster Beans",Local,25/03/2025,3000,3500,3500
"Tamil Nadu",Namakkal,Tiruchengode,Coconut,Coconut,Local,25/03/2025,5000,6000,6000
"Tamil Nadu",Namakkal,Tiruchengode,Cucumbar(Kheera),Cucumbar,Local,25/03/2025,4000,6000,6000
"Tamil Nadu",Namakkal,Tiruchengode,Drumstick,Drumstick,Local,25/03/2025,3500,4000,4000
"Tamil Nadu",Namakkal,Tiruchengode,"Elephant Yam (Suran)","Elephant Yam (Suran)",Local,25/03/2025,3500,4000,4000
"Tamil Nadu",Namakkal,Tiruchengode,"Green Chilli","Green Chilly",Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Ashgourd,Gouard,Local,25/03/2025,1200,1200,1200
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,25/03/2025,7600,7600,7600
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,25/03/2025,3200,3200,3200
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,25/03/2025,2500,2500,2500
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Drumstick,Drumstick,Local,25/03/2025,2000,2000,2000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Garlic,Average,Local,25/03/2025,14000,16000,16000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,25/03/2025,7000,10000,10000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )","Green Peas","Green Peas",Local,25/03/2025,7200,7200,7200
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )","Indian Beans (Seam)","Indian Beans (Seam)",Local,25/03/2025,8000,8000,8000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,25/03/2025,5000,5000,5000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Onion,Bellary,Local,25/03/2025,3000,3400,3400
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,25/03/2025,1200,1200,1200
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Raddish,Raddish,Local,25/03/2025,2400,2400,2400
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,25/03/2025,1500,2000,2000
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )",Ashgourd,Gouard,Local,25/03/2025,800,1000,1000
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,25/03/2025,3500,4000,4000
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,25/03/2025,3500,4000,4000
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,25/03/2025,2000,2500,2500
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai )",Coconut,Coconut,Local,25/03/2025,5000,6000,6000
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,25/03/2025,7000,8000,8000
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )",Banana,Besrai,Local,25/03/2025,3500,4000,4000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,25/03/2025,800,1000,1000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,25/03/2025,6000,7000,7000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )",Lemon,Lemon,Local,25/03/2025,4500,5000,5000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )",Raddish,Raddish,Local,25/03/2025,1500,2000,2000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )",Tapioca,Tapioca,Local,25/03/2025,1500,2000,2000
"Tamil Nadu",Pudukkottai,"Karambakkudi(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,25/03/2025,800,1000,1000
"Tamil Nadu",Pudukkottai,"Karambakkudi(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,25/03/2025,3500,4000,4000
"Tamil Nadu",Pudukkottai,"Karambakkudi(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,25/03/2025,3500,4000,4000
"Tamil Nadu",Pudukkottai,"Karambakkudi(Uzhavar Sandhai )",Tomato,Deshi,Local,25/03/2025,1800,2000,2000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,25/03/2025,1000,2000,2000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Beetroot,Beetroot,Local,25/03/2025,2000,2500,2500
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,25/03/2025,3000,3500,3500
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Colacasia,Colacasia,Local,25/03/2025,7500,8000,8000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Groundnut,"Big (With Shell)",Local,25/03/2025,5000,6000,6000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )","Onion Green","Onion Green",Local,25/03/2025,3500,4000,4000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Thondekai,Thondekai,Local,25/03/2025,2500,3000,3000
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,25/03/2025,1300,1500,1500
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Banana,Besrai,Local,25/03/2025,7000,8000,8000
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,25/03/2025,800,1000,1000
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,25/03/2025,3300,4000,4000
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Onion,Bellary,Local,25/03/2025,3300,4000,4000
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,25/03/2025,1300,1500,1500
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Raddish,Raddish,Local,25/03/2025,1700,2000,2000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,25/03/2025,2000,2200,2200
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Carrot,Pusakesar,Local,25/03/2025,5500,6000,6000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,25/03/2025,3500,4000,4000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,25/03/2025,5000,6000,6000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Marigold(Calcutta),Marigold(Calcutta),Local,25/03/2025,5000,6000,6000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Onion,Bellary,Local,25/03/2025,3500,4000,4000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,25/03/2025,4000,4500,4500
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,25/03/2025,1800,2000,2000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,25/03/2025,5000,5500,5500
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Tomato,Deshi,Local,25/03/2025,1500,2000,2000
"Tamil Nadu",Ramanathapuram,"Ramanathapuram(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,25/03/2025,3500,4000,4000
"Tamil Nadu",Ramanathapuram,"Ramanathapuram(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,25/03/2025,2000,2500,2500
"Tamil Nadu",Ramanathapuram,"Ramanathapuram(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,25/03/2025,2000,2200,2200
"Tamil Nadu",Ramanathapuram,"Ramanathapuram(Uzhavar Sandhai )",Brinjal,Round,Local,25/03/2025,3500,4000,4000
"Tamil Nadu",Ramanathapuram,"Ramanathapuram(Uzhavar Sandhai )",Jasmine,Jasmine,Local,25/03/2025,35000,40000,40000
"Tamil Nadu",Ramanathapuram,"Ramanathapuram(Uzhavar Sandhai )",Marigold(Calcutta),Marigold(Calcutta),Local,25/03/2025,5500,6000,6000
"Tamil Nadu",Ramanathapuram,"Ramanathapuram(Uzhavar Sandhai )",Onion,Bellary,Local,25/03/2025,3800,4200,4200
"Tamil Nadu",Ramanathapuram,"Ramanathapuram(Uzhavar Sandhai )","Onion Green","Onion Green",Local,25/03/2025,4500,4800,4800
"Tamil Nadu",Ramanathapuram,"Ramanathapuram(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,25/03/2025,1800,2000,2000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai )",Beetroot,Beetroot,Local,25/03/2025,2500,2500,2500
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai )",Cabbage,Cabbage,Local,25/03/2025,1500,1500,1500
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai )",Chikoos(Sapota),Sapota,Local,25/03/2025,4000,5000,5000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,25/03/2025,2500,2500,2500
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,25/03/2025,3000,3000,3000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai )","Onion Green","Onion Green",Local,25/03/2025,5000,5000,5000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai )",Tomato,Deshi,Local,25/03/2025,1400,1400,1400
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai )",Banana,Besrai,Local,25/03/2025,4000,12000,12000
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,25/03/2025,2500,2500,2500
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai )","Green Peas","Green Peas",Local,25/03/2025,8000,8000,8000
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai )",Guava,"Guava Alahabad",Local,25/03/2025,4000,8000,8000
"Tamil Nadu",Ranipet,"Ranipettai(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,25/03/2025,1500,2000,2000
